name,category,logo_url,statuses,countries,is_global,partner_url
MyGenie,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68ac17f14c72f4d70458f154_Integration%20page%20icons%20(7).png,Live,India,False,https://www.urbanpiper.com/integrations
MyOrderBox,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6672bf1e1bfe20ba128ef0b7_MOB-logo.webp,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
Mymenu,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697e29cfa1d94906ba23f3_mymenu-logo-656979792a081.webp,Live,India,False,https://www.urbanpiper.com/integrations
NCR BSL,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a67cc959bff733a97159c6_NCR-Voyix-Fintech-Finance-News.webp,Live,Saudi Arabia|United Arab Emirates,False,https://www.urbanpiper.com/integrations
NOQ,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698822866875695e098ff3_NOQ-logo.webp,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
Nash,Fulfilment,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a67ae8ad1c0c20ddb2dc6b_usenash_logo.webp,Live,United Kingdom|United States,False,https://www.urbanpiper.com/integrations
Ninja,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/671a1b654a4132e6c45ccb31_Ninja%20logo.webp,Live,Saudi Arabia,False,https://www.urbanpiper.com/integrations
Ninjacart,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66643831bfd0614f0010c461_cropped-Group-207-1.webp,Upcoming,India,False,https://www.urbanpiper.com/integrations
Noonfood,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658a2e0dc3cffa145e34ec_Noon%20foods%20Logo%20(2).webp,Live,United Arab Emirates|Saudi Arabia|Kuwait,False,https://www.urbanpiper.com/integrations
Nuba Soft,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656983c0aaa385bd5af6cba4_NUBA%20Logo.webp,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
OMAK POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68ec8ad23a1c1bb431507534_OMAK%20POS.png,Live,United Arab Emirates|Qatar,False,https://www.urbanpiper.com/integrations
OMEGA POS Technology,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698b57d6018f8bee07a86a_Omega-logo.webp,Live,United Arab Emirates|Kuwait,False,https://www.urbanpiper.com/integrations
Ocim,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656985728a65a2c6c4fb4a63_OCIM%20LOGO.webp,Upcoming,United Arab Emirates,False,https://www.urbanpiper.com/integrations
Odoo,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/651faed4cfa1bf188297fcac_odoo.png,Live,Global,True,https://www.urbanpiper.com/integrations
Ordable,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66347557a7732b4667d5ec8e_ordable-foodics-marketplace-logo.webp,Live,United Arab Emirates|Kuwait,False,https://www.urbanpiper.com/integrations
OrderSune,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aed7b4708a653ed098ddc_Untitled%20design%20(55).png,Upcoming,Bahrain|Egypt|Jordan|Kuwait|Oman,False,https://www.urbanpiper.com/integrations
Orderable,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/671a1d9980c059ebb28f3855_Orderable%20logo.webp,Live,Saudi Arabia,False,https://www.urbanpiper.com/integrations
PAR Brink,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a8e45eb9947f3a1ea403df_PAR_BIG-74be83d4%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
Phenix POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/685b90b9dd6c431b892273de_Phenix%20POS%20logo.webp,Live,Bahrain|Egypt|Jordan|Kuwait|Oman,False,https://www.urbanpiper.com/integrations
Phylo POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697baea8418071be599236_phylopay-logo-6569797b66c8c.webp,Live,India,False,https://www.urbanpiper.com/integrations
Polaris Technology,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65dc613f257517ba67d6a6ff_polaris-logo.jpg,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
PosBytz,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/67cfea40457d16ac3c177e76_posbytz-logo.png,Live,Saudi Arabia|Bahrain|Qatar|United Arab Emirates|Kuwait,False,https://www.urbanpiper.com/integrations
Posify,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65aa16d79962ee2c0693af4b_posify-logo-v4.webp,Live,India|United Arab Emirates,False,https://www.urbanpiper.com/integrations
Positeasy,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6664425f532fbc42e52932c4_PosItEasy%20Logo.webp,Live,India,False,https://www.urbanpiper.com/integrations
Postmates,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658b734ecc4dede769ea0d_Postmates%20logo%20(1).webp,Live,United States,False,https://www.urbanpiper.com/integrations
Prologic,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698b048d994c80152c795f_Prologic%20first%20logo.webp,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
QPos,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697a66c89b69f8cf63568c_qpos-logo-1-6569797c08a25.webp,Live,India,False,https://www.urbanpiper.com/integrations
QRKey Pos,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697af16a1ea6c7b7d40079_qrkey-logo-6569797c99b0a.webp,Live,India,False,https://www.urbanpiper.com/integrations
Queuebuster,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697b77f04def588c8b7226_queubuster-logo-6569797d1839a.webp,Live,India,False,https://www.urbanpiper.com/integrations
Radyes,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658a5e7307f8a2334bb8c2_Radyes-logo%20(1).webp,Live,United Arab Emirates|United Kingdom|India,False,https://www.urbanpiper.com/integrations
Rafeeq,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/662b404aac3a1e453c7c30fc_t0bkxepynwu41jwpob8r.svg,Live,Qatar,False,https://www.urbanpiper.com/integrations
Rancelab,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656988d65a35f03f3dfa9162_rancelab-logo.webp,Live,India|United Arab Emirates,False,https://www.urbanpiper.com/integrations
Rappi,Fulfilment,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658ec830f4f04b81eb99e2_Rappi_logo%20(3)%20(1).webp,Upcoming,,False,https://www.urbanpiper.com/integrations
Rappi Cargo,Fulfilment,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a76affc1d43864240d1003_Rappi%20Cargo%20logo%20(1).webp,Live,Colombia|Chile|Mexico,False,https://www.urbanpiper.com/integrations
Rawnest,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/662b3f9b2ebf769459aa7871_rawnest-logo.png,Live,India,False,https://www.urbanpiper.com/integrations
RestoSuite,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6672c01bfdaaeedca9661074_Resto%20suite%20logo.webp,Live,United States,False,https://www.urbanpiper.com/integrations
Revel,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698d69865499ea1224eea0_revel%20systems-logo.webp,Live,United Kingdom|United Arab Emirates,False,https://www.urbanpiper.com/integrations
Romio Technologies,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68b7cec9972b2872c69e488d_Integration%20page%20icons%20(9).png,Live,India,False,https://www.urbanpiper.com/integrations
Royal POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697b2f865499ea1218c8a6_royalpos-logo-6569797dba2b6.webp,Live,India,False,https://www.urbanpiper.com/integrations
SAAG Systems,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656989fd43fe259d23b7620f_saag%20systems.webp,Live,,False,https://www.urbanpiper.com/integrations
Sahlhub,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656983e84f251f6c539c9969_SAHL%20Logo.webp,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
SambaPOS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698cb1aaa385bd5afcfdd9_sambapos_logo.webp,Upcoming,,False,https://www.urbanpiper.com/integrations
Sapaad,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698b128d994c80152c80d7_Sapaad-logo.webp,Live,United Arab Emirates|Saudi Arabia,False,https://www.urbanpiper.com/integrations
Semnox,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/666443a0c2505f0bbc487c41_Semnox%20Logo.webp,Live,India,False,https://www.urbanpiper.com/integrations
Sequential Soft/HIO POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698597f24ca81fd0c32217_Hiopos_logo.webp,Live,,False,https://www.urbanpiper.com/integrations
Sero,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6672c05f13d07207b264c6da_logo.webp,Upcoming,United States|India,False,https://www.urbanpiper.com/integrations
Shadowfax,Fulfilment,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658e860c72506b342e1612_Shadowfax-logo%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
Sigmoss,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697f8ada22f1701e0443e6_sigmoss-logo-6569797ee8617.webp,Live,India,False,https://www.urbanpiper.com/integrations
SimpleTouch,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6878f92852d112697531d391_Simple%20Touch%20POS%20-%20UP.webp,Live,Egypt,False,https://www.urbanpiper.com/integrations
Skip the Dishes,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66fb85030b4912068155864e_Skip%20logo.webp,Live,Canada,False,https://www.urbanpiper.com/integrations
Slerp,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6662b561bcbf2c6b1da1f9fd_slerp.webp,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
Smart POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698af28a65a2c6c4ff3bd2_Smart%20pos-logo.webp,Live,,False,https://www.urbanpiper.com/integrations
SmartQ,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c87a8418071be5a3974_smartq-logo-6569797f8c11d.webp,Live,India,False,https://www.urbanpiper.com/integrations
Smiles,,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690da2e6d42b37844d0d89d7_Integration%20page%20icons%20(12).png,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
Sonic POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aed3df9e75d8251c5d410_Untitled%20design%20(52).png,Upcoming,Bahrain|Egypt|Jordan|Kuwait|Oman,False,https://www.urbanpiper.com/integrations
Sparktech,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697ce263931ea93e278c85_sparktech-logo-6569798027f9d.webp,Live,India,False,https://www.urbanpiper.com/integrations
SpeQue POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697a5275665a89afb984e7_speque-logo-656979802cb5d.webp,Live,India,False,https://www.urbanpiper.com/integrations
Spotlight,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656985801c2bdf62d236d974_Spotlight%20Logo.webp,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
Square,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65659824af7a1650b27b8dd0_Square%20logo%20(1).png,Live,United Kingdom|United States|Australia,False,https://www.urbanpiper.com/integrations
Squirrel,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a67d00af6fe0a7e31fa937_squirrel_systems_logo.webp,Live,United Arab Emirates|Saudi Arabia|Kuwait,False,https://www.urbanpiper.com/integrations
Stackedin,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6672be8b9afe71517716d478_Screenshot%202024-06-19%20162630.webp,Live,United States,False,https://www.urbanpiper.com/integrations
Stuart,Fulfilment,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658ef37307f8a2334e9fc0_Stuart_Logo%20(1).webp,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
SummerPOS/Toastpie,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656979fb1c2bdf62d22f66f3_summer-apptoastpie-logo-65697980d3449.webp,Live,India,False,https://www.urbanpiper.com/integrations
Sumup,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656989a2866875695e0a820b_sumup.webp,Live,United Kingdom|United States,False,https://www.urbanpiper.com/integrations
Supy,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae2a86d8963ffca8ff788_Untitled%20design%20(50).png,Live,Bahrain|Egypt|Jordan|Kuwait|Oman,False,https://www.urbanpiper.com/integrations
Svika,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c9c1c2bdf62d230f3ea_svika-logo-1-65697981623d0.webp,Live,India,False,https://www.urbanpiper.com/integrations
Swiggy,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65644afe45db91a91b31516c_Swiggy-logo%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
SynQues/Q4 Retail,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c3579ab2f7b647ec3ee_q4-retail-logo-6569797c00cea.webp,Live,India,False,https://www.urbanpiper.com/integrations
Syrve,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698d25f24ca81fd0c824df_syrve_logo.webp,Live,Saudi Arabia|United Arab Emirates,False,https://www.urbanpiper.com/integrations
TMBill,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/679b491529c25742b2a1e2e0_TMBill-logo.png,Live,Qatar|Kuwait|Saudi Arabia|United Arab Emirates|India,False,https://www.urbanpiper.com/integrations
Talabat,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658946d2b50ef76814409d_talabat-logo-_1_.webp,Live,United Arab Emirates|Kuwait|Qatar|Bahrain|Oman,False,https://www.urbanpiper.com/integrations
Talabna,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690da0c0961e62583c2deb82_Integration%20page%20icons%20(13).webp,Live,United Arab Emirates,False,https://www.urbanpiper.com/integrations
Tevalis,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698d41f25e720033441484_Tevalis%20logo.webp,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
The Chefz,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/671a1746c32b40cdb7cba97a_The%20Chefz%20logo.webp,Live,Saudi Arabia,False,https://www.urbanpiper.com/integrations
The On Demand Company,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/675974b71689a1cdb9b53347_The%20on%20demand%20logo.webp,Live,United States,False,https://www.urbanpiper.com/integrations
Thinksoftwares,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656981008d994c8015257e3a_think-softwares.webp,Live,United Arab Emirates|Oman|Bahrain,False,https://www.urbanpiper.com/integrations
Tipplr,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658816d750204ffa58f42d_Tipplr-logo%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
ToYou,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656589e46f49dfef9e1a70a1_To-You-LOGO%20(1).webp,Live,Saudi Arabia,False,https://www.urbanpiper.com/integrations
Toast,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68341141130e81870bb746b7_toast-pos.png,Live,United Kingdom|United States,False,https://www.urbanpiper.com/integrations
TouchBistro,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697f1cf9738c8487c29ff8_touchbistro.webp,Live,United States|Canada,False,https://www.urbanpiper.com/integrations
Tray,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6878fae8ac3199eb1d1dfac3_Tray%20POS%20-%20UP.webp,Live,United States|Saudi Arabia,False,https://www.urbanpiper.com/integrations
Uber Eats,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a8e3e5b5a57f04a66a981c_Uber%20Eats%20logo%20(1).webp,Live,United Kingdom|Canada|United States|Kenya|Sri Lanka,False,https://www.urbanpiper.com/integrations
Uengage,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65644b699e955286d95c5638_uEngage-logo%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
Urbandart,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c14a8418071be59f490_urbandart-logo-65697981f3f21.webp,Live,India,False,https://www.urbanpiper.com/integrations
Vada,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/679c887fbd9d9a04edb58be7_vada-logo.png,Live,United States,False,https://www.urbanpiper.com/integrations
Vertex,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697da866eaeb8146e800bf_vertex-logo-6569798210e62.webp,Live,India,False,https://www.urbanpiper.com/integrations
Weevi,Online Ordering,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690d9af530e764c03d56bf54_Integration%20page%20icons%20(10).webp,Live,Saudi Arabia,False,https://www.urbanpiper.com/integrations
Yotto Labs,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c7475665a89afbac40b_yotto-labs-logo-6569798291904.webp,Live,India,False,https://www.urbanpiper.com/integrations
Your buddy,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697dcc79ab2f7b647f89f6_your-buddy-logo-6569798296fbe.webp,Live,India,False,https://www.urbanpiper.com/integrations
Zentrades/Smartserv,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697ad37c62d0c2963a712b_smartserv-logo-6569797f8c591.webp,Live,India,False,https://www.urbanpiper.com/integrations
Zomato,Delivery platforms,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6564498db08c1110d01e9a87_Zomato_logo%20(1).webp,Live,India,False,https://www.urbanpiper.com/integrations
eZee Optimus,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/666442fb9003a2057a299fd3_eZee%20Optimus_Logo.webp,Live,India,False,https://www.urbanpiper.com/integrations
kayana POS,POS Systems,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/688a01eb64911a38b1ee2930_Integration%20page%20icons%20(5).png,Live,United Kingdom,False,https://www.urbanpiper.com/integrations
